icase,CHL,MALH,P_LUB,rhow_350.0,rhow_360.0,rhow_370.0,rhow_380.0,rhow_390.0,rhow_400.0,rhow_410.0,rhow_420.0,rhow_430.0,rhow_440.0,rhow_450.0,rhow_460.0,rhow_470.0,rhow_480.0,rhow_490.0,rhow_500.0,rhow_510.0,rhow_520.0,rhow_530.0,rhow_540.0,rhow_550.0,rhow_560.0,rhow_570.0,rhow_580.0,rhow_590.0,rhow_600.0,rhow_610.0,rhow_620.0,rhow_630.0,rhow_640.0,rhow_650.0,rhow_660.0,rhow_670.0,rhow_680.0,rhow_690.0,rhow_700.0,rhow_710.0,rhow_720.0,rhow_730.0,rhow_740.0,rhow_750.0,rhow_760.0,rhow_770.0,rhow_780.0,rhow_790.0,rhow_800.0,rhow_810.0,rhow_820.0,rhow_830.0,rhow_840.0,rhow_850.0,rhow_860.0,rhow_870.0,rhow_880.0,rhow_890.0,rhow_900.0,rhow_910.0,rhow_920.0,rhow_930.0,rhow_940.0,D2rhow_350.0,D2rhow_360.0,D2rhow_370.0,D2rhow_380.0,D2rhow_390.0,D2rhow_400.0,D2rhow_410.0,D2rhow_420.0,D2rhow_430.0,D2rhow_440.0,D2rhow_450.0,D2rhow_460.0,D2rhow_470.0,D2rhow_480.0,D2rhow_490.0,D2rhow_500.0,D2rhow_510.0,D2rhow_520.0,D2rhow_530.0,D2rhow_540.0,D2rhow_550.0,D2rhow_560.0,D2rhow_570.0,D2rhow_580.0,D2rhow_590.0,D2rhow_600.0,D2rhow_610.0,D2rhow_620.0,D2rhow_630.0,D2rhow_640.0,D2rhow_650.0,D2rhow_660.0,D2rhow_670.0,D2rhow_680.0,D2rhow_690.0,D2rhow_700.0,D2rhow_710.0,D2rhow_720.0,D2rhow_730.0,D2rhow_740.0,D2rhow_750.0,D2rhow_760.0,D2rhow_770.0,D2rhow_780.0,D2rhow_790.0,D2rhow_800.0,D2rhow_810.0,D2rhow_820.0,D2rhow_830.0,D2rhow_840.0,D2rhow_850.0,D2rhow_860.0,D2rhow_870.0,D2rhow_880.0,D2rhow_890.0,D2rhow_900.0,D2rhow_910.0,D2rhow_920.0,D2rhow_930.0,D2rhow_940.0
615,,-0.0021292209,0,0.01689,0.01735,0.01835,0.019635,0.021069,0.022258,0.023125,0.024463,0.026417,0.02893,0.032011,0.034997,0.038176,0.04187,0.045231,0.048302,0.051253,0.054462,0.058152,0.061542,0.064756,0.06772,0.069063,0.066748,0.059901,0.050656,0.044867,0.042474,0.040814,0.039462,0.037352,0.03271,0.028918,0.028272,0.0281,0.025459,0.020408,0.014682,0.010294,0.008152,0.007611,0.00727,0.007357,0.00749,0.007737,0.008077,0.008116,0.007523,0.006435,0.005656,0.005347,0.00513,0.004911,0.004667,0.004409,0.004169,0.003994,0.003766,0.003647,0.003561,,9.0734122e-05,9.6044621e-05,6.3427472e-05,5.7849876e-05,6.8895086e-05,9.5793236e-05,0.00011940768,0.00013623473,0.00013260537,0.00010272202,6.8879375e-05,4.0425783e-05,1.3024864e-05,1.5711536e-07,2.5609804e-06,3.3151341e-06,-2.6473938e-05,-0.00012075887,-0.0002820535,-0.00048005028,-0.0006177776,-0.00064715818,-0.00054251934,-0.00029534546,1.2506383e-05,0.00016805059,0.00020476845,0.00021040889,0.00014261361,2.2168978e-05,-2.2781727e-06,-1.0683845e-05,-8.5407911e-05,-0.00013489925,-9.3562198e-05,-1.3134844e-05,0.00010858243,0.00023840685,0.00030689344,0.00028774107,0.00021971012,0.00011769512,2.7479477e-05,-2.6175419e-05,-5.021407e-05,-6.0206607e-05,-4.3646648e-05,-1.1202325e-05,1.3103421e-05,2.4384304e-05,2.9066342e-05,2.3048824e-05,1.1752229e-05,6.2689029e-06,8.9555756e-06,1.104521e-05,1.7989709e-05,,
616,,-0.0019436858,0,0.015575,0.01596,0.016806,0.017914,0.019163,0.020199,0.020958,0.022132,0.023838,0.026057,0.028826,0.031529,0.034482,0.038038,0.041387,0.044437,0.047274,0.050368,0.054061,0.057585,0.06086,0.063735,0.064876,0.062302,0.055227,0.046067,0.040514,0.038303,0.036779,0.035526,0.03357,0.029405,0.0261,0.025552,0.025215,0.022635,0.018182,0.013302,0.009704,0.008045,0.007634,0.007326,0.007397,0.007488,0.007641,0.00787,0.007877,0.007387,0.00657,0.006006,0.00578,0.005624,0.005459,0.005272,0.005039,0.00484,0.004701,0.004503,0.004501,0.00467,,8.8323393e-05,9.4119726e-05,6.3353214e-05,5.8422797e-05,7.0740004e-05,9.8484648e-05,0.00012412635,0.00014625138,0.00014907886,0.00012341948,9.143362e-05,6.2487298e-05,3.2215595e-05,1.5339077e-05,1.4349459e-05,1.2652971e-05,-2.4351668e-05,-0.00013752154,-0.00032791694,-0.00055164126,-0.00070125028,-0.00072597305,-0.00059666888,-0.00030648111,4.0574332e-05,0.0002140402,0.00025394301,0.0002526353,0.00016593771,2.7603269e-05,-2.0145792e-06,-1.051469e-05,-8.1661144e-05,-0.00012121051,-7.1853324e-05,6.4855313e-06,0.00012181135,0.00024090126,0.00029628452,0.00026926441,0.00020158162,0.00010417495,2.2937928e-05,-2.1753921e-05,-4.1104484e-05,-4.9551579e-05,-3.3894411e-05,-6.715264e-06,1.1804727e-05,2.0322509e-05,2.3503424e-05,1.7176938e-05,9.3130108e-06,1.0567705e-05,1.3607245e-05,1.5763199e-05,1.689419e-05,,
617,,-0.0016417128,0,0.013787,0.014082,0.014749,0.015615,0.016599,0.017408,0.017978,0.018916,0.020316,0.022176,0.024536,0.026803,0.029201,0.032105,0.034875,0.037453,0.039911,0.042559,0.045587,0.048289,0.050664,0.052721,0.053434,0.051242,0.045299,0.037549,0.032904,0.031099,0.029854,0.028783,0.027116,0.023833,0.02132,0.020926,0.020472,0.018225,0.014614,0.01065,0.007698,0.006335,0.005997,0.005713,0.005793,0.00589,0.006019,0.00622,0.006214,0.00577,0.005072,0.004588,0.004398,0.00425,0.004115,0.003948,0.003723,0.003501,0.003368,0.003187,0.003139,0.003225,,8.5508916e-05,9.145679e-05,6.3056241e-05,6.0685871e-05,7.6971193e-05,0.00010818107,0.00013427709,0.00015556653,0.00015631276,0.00012705624,9.4002743e-05,6.7445816e-05,3.715775e-05,1.569273e-05,6.4526749e-06,-6.5404664e-06,-5.4496571e-05,-0.00017178601,-0.00036003292,-0.00057779973,-0.00071609328,-0.00072888889,-0.00059353635,-0.00029686694,5.8864198e-05,0.00023585185,0.0002755775,0.00027347051,0.0001800823,3.3843621e-05,-3.2482853e-06,-1.9555556e-05,-9.4375857e-05,-0.00012786831,-7.3240055e-05,6.9794239e-06,0.00012758299,0.00025064472,0.00030334156,0.00027327298,0.00020635391,0.00010609602,2.1728395e-05,-2.4471879e-05,-4.4883402e-05,-5.4101509e-05,-3.581893e-05,-6.7160494e-06,1.2422497e-05,2.0301783e-05,2.3747599e-05,1.5956104e-05,6.9135802e-06,8.0548697e-06,1.362963e-05,1.6219479e-05,2.0367627e-05,,
618,,-0.0015656286,0,0.019165,0.019642,0.020662,0.021948,0.023367,0.024508,0.025243,0.026424,0.02819,0.030587,0.033723,0.036677,0.039667,0.043248,0.046689,0.050046,0.053324,0.056767,0.060654,0.064205,0.067506,0.070514,0.071893,0.069733,0.063036,0.053824,0.04801,0.045581,0.043849,0.042375,0.04011,0.035419,0.031541,0.031078,0.031089,0.028385,0.02312,0.016993,0.012245,0.009949,0.009375,0.008941,0.009084,0.009262,0.009517,0.00989,0.009908,0.009205,0.008017,0.007182,0.006841,0.006604,0.006373,0.006089,0.005785,0.005469,0.005221,0.004929,0.004786,0.004728,,7.8929012e-05,8.1197816e-05,4.8744055e-05,4.2529505e-05,5.456403e-05,8.2198344e-05,0.00010542188,0.00012423463,0.0001251647,0.00010016558,7.3461335e-05,5.4352651e-05,3.3087899e-05,1.9926017e-05,1.6022547e-05,7.6519288e-06,-2.7817509e-05,-0.00011734367,-0.00026330809,-0.00043885151,-0.00055936586,-0.00058394222,-0.00049269685,-0.00027468029,-4.509424e-07,0.0001396935,0.00017293641,0.00018478774,0.00013211203,2.8028888e-05,4.1148494e-06,-7.1587106e-06,-8.5425401e-05,-0.00013886208,-0.00010265986,-2.6492866e-05,9.3556456e-05,0.00022335741,0.0002918161,0.00027514532,0.00021343667,0.00011315836,2.4491809e-05,-2.6816981e-05,-5.022371e-05,-6.0186718e-05,-4.1613528e-05,-9.6248018e-06,1.3218249e-05,2.36322e-05,2.7070636e-05,1.9559627e-05,8.8074687e-06,4.791263e-06,8.8920204e-06,1.2541835e-05,2.0348776e-05,,
619,,-0.0014474903,0,0.019025,0.019535,0.020642,0.022071,0.023668,0.024991,0.025923,0.027302,0.029302,0.031973,0.035401,0.038692,0.041979,0.045844,0.049634,0.053405,0.05708,0.060899,0.065125,0.068867,0.072224,0.075243,0.076642,0.074485,0.067521,0.057854,0.051809,0.049347,0.047562,0.045959,0.043498,0.038728,0.034826,0.034192,0.03388,0.030881,0.025329,0.018842,0.013886,0.011564,0.010992,0.010462,0.010667,0.010877,0.011121,0.011488,0.011472,0.010711,0.009512,0.008687,0.008349,0.008112,0.007884,0.007604,0.007243,0.006839,0.006552,0.006255,0.006052,0.006018,,8.2743434e-05,8.6266636e-05,5.4208089e-05,4.7433697e-05,5.7562903e-05,8.2652764e-05,0.00010384379,0.0001206049,0.00012118779,9.836469e-05,7.2782617e-05,5.495936e-05,3.5478126e-05,2.0362035e-05,1.0556653e-05,-2.9144134e-06,-4.1151517e-05,-0.0001285062,-0.00026655873,-0.0004298954,-0.0005388038,-0.00055746899,-0.00046997183,-0.00026185681,1.8134128e-07,0.00013410187,0.00016546096,0.00017555131,0.00012283281,2.2525177e-05,-4.1190376e-06,-1.8950164e-05,-8.984165e-05,-0.00013259933,-9.4193841e-05,-1.9014928e-05,0.00010114957,0.00022404715,0.00028331984,0.00026404585,0.00020565396,0.00010646028,2.1294647e-05,-2.578932e-05,-4.7083967e-05,-5.6604385e-05,-3.7187915e-05,-7.033451e-06,1.2823419e-05,2.1100353e-05,2.3315307e-05,1.5517632e-05,4.6112496e-06,2.8366957e-06,8.9245815e-06,1.3289725e-05,2.1100353e-05,,
620,,-0.0021558217,0,0.030847,0.031371,0.03256,0.034142,0.035904,0.037345,0.038302,0.039824,0.04229,0.045577,0.049342,0.05294,0.056485,0.060334,0.063875,0.067315,0.070878,0.074665,0.078754,0.082465,0.086183,0.089775,0.092445,0.093095,0.090448,0.085276,0.081356,0.079603,0.078513,0.077826,0.075792,0.069883,0.064357,0.063862,0.065245,0.063477,0.056311,0.045031,0.03436,0.028369,0.026861,0.025724,0.026401,0.027092,0.028068,0.029369,0.029608,0.027594,0.023836,0.021063,0.019912,0.019138,0.018387,0.017504,0.016517,0.01551,0.014669,0.013703,0.012807,0.011938,,4.3675662e-05,4.577406e-05,3.0581155e-05,2.9087701e-05,3.4651921e-05,4.8565622e-05,5.9215149e-05,6.2359595e-05,5.4350395e-05,3.7657734e-05,2.0794934e-05,9.571971e-06,2.3693621e-06,1.8400365e-06,5.6398381e-06,6.0431337e-06,-2.520598e-06,-2.5703798e-05,-6.6839958e-05,-0.00012461206,-0.00017213164,-0.00019296438,-0.00018225814,-0.00012984231,-5.4047923e-05,-1.9244766e-05,-1.5148794e-05,-4.3480316e-07,2.583613e-07,-1.7839532e-05,-1.3226838e-05,-2.57101e-05,-9.3583503e-05,-0.00015309482,-0.00015313263,-0.00010721994,4.3858405e-06,0.00014010744,0.00023047718,0.00024653969,0.00021721884,0.00012491454,2.5281598e-05,-4.2245223e-05,-7.5397388e-05,-9.045166e-05,-6.5535548e-05,-1.9383399e-05,1.5495376e-05,3.1854057e-05,3.7815272e-05,2.8501662e-05,1.0302944e-05,-2.0794934e-07,5.2302409e-06,1.0951998e-05,2.9516203e-05,,
621,,-0.0016743747,0,0.014199,0.014614,0.015529,0.016717,0.018038,0.019144,0.020029,0.021384,0.023351,0.025916,0.029056,0.032111,0.03522,0.038715,0.041721,0.044325,0.046787,0.049453,0.052233,0.054075,0.055233,0.05619,0.056036,0.052944,0.045609,0.036077,0.030548,0.028537,0.027161,0.025918,0.024104,0.020959,0.018716,0.018039,0.016987,0.01449,0.011128,0.007794,0.005558,0.004653,0.004447,0.004208,0.004276,0.00436,0.004414,0.004526,0.004482,0.004155,0.003714,0.003448,0.003348,0.003277,0.003192,0.003084,0.002927,0.002711,0.002574,0.002502,0.002481,0.002431,,0.0001494824,0.00016162871,0.00011362319,0.00011149758,0.00013711525,0.00018404417,0.00022031746,0.00024099379,0.00021882678,0.0001478813,7.1608006e-05,1.0959282e-05,-5.0959282e-05,-9.52657e-05,-0.00012038647,-0.00014556246,-0.00021118012,-0.00035354037,-0.0005747412,-0.00082992409,-0.00096742581,-0.00094084196,-0.00073137336,-0.00030986888,0.00019828847,0.000443147,0.00048800552,0.00045993099,0.00029703244,6.5120773e-05,-6.6804693e-06,-3.0393375e-05,-9.2726018e-05,-9.3940649e-05,-1.184265e-05,8.0358868e-05,0.00020438923,0.00031146998,0.00033388544,0.00027942029,0.00019859213,9.3775017e-05,1.5238095e-05,-2.0069013e-05,-3.4699793e-05,-4.0828157e-05,-2.3243616e-05,4.4168392e-07,1.2284334e-05,1.4934438e-05,1.3857833e-05,7.5362319e-06,7.4534161e-07,6.9013112e-07,9.8550725e-06,1.5458937e-05,1.9047619e-05,,
622,,-0.0020871586,0,0.018486,0.019127,0.020525,0.02236,0.024386,0.026103,0.027436,0.029343,0.032104,0.035581,0.039521,0.043334,0.047159,0.051336,0.055152,0.058582,0.061742,0.065058,0.068782,0.071999,0.074853,0.077418,0.078796,0.077358,0.071561,0.062872,0.057258,0.055045,0.05352,0.052184,0.049801,0.044823,0.040788,0.039711,0.038744,0.035197,0.028751,0.020882,0.014574,0.011522,0.010787,0.010281,0.010488,0.010747,0.011121,0.011647,0.011704,0.010778,0.009184,0.008086,0.007647,0.007352,0.007047,0.00672,0.006318,0.005893,0.005557,0.005246,0.004998,0.004889,,9.4428502e-05,0.00010021309,6.6710231e-05,6.0175583e-05,6.5926073e-05,8.6245987e-05,0.00010225872,0.00010782737,9.5189931e-05,6.4130466e-05,2.8525158e-05,9.4326221e-07,-2.0297184e-05,-3.0957184e-05,-3.1707248e-05,-3.1048101e-05,-4.7288121e-05,-0.00010080405,-0.0001964372,-0.00032107282,-0.00040726198,-0.00042604767,-0.0003683723,-0.00021523425,-1.2387419e-05,8.7791573e-05,0.00010789556,0.00011397562,6.747166e-05,-1.7421939e-05,-4.1333068e-05,-6.4198653e-05,-0.00012873824,-0.00015662699,-0.00011144132,-2.7252323e-05,0.00010810012,0.00024217973,0.00030481007,0.00028718357,0.00022607609,0.00012141944,2.5729466e-05,-2.9934369e-05,-5.523198e-05,-6.5630594e-05,-4.5697076e-05,-1.0239509e-05,1.4398954e-05,2.5524903e-05,2.9059295e-05,2.1933688e-05,8.4325369e-06,3.8526011e-06,8.5234537e-06,1.280791e-05,2.0467653e-05,,
623,,-0.0016425233,0,0.016174,0.016572,0.017443,0.018534,0.019753,0.020745,0.021443,0.022547,0.024166,0.026281,0.028944,0.031517,0.034162,0.037249,0.039989,0.042411,0.044669,0.04707,0.049689,0.051668,0.053177,0.05453,0.054651,0.051773,0.045068,0.036649,0.031722,0.029816,0.028483,0.027326,0.025652,0.022713,0.020587,0.020129,0.019403,0.01729,0.014146,0.010737,0.008315,0.007264,0.007004,0.006651,0.006776,0.006895,0.006962,0.007104,0.00704,0.006626,0.006081,0.00574,0.005601,0.005496,0.005384,0.005239,0.005001,0.004712,0.004529,0.004341,0.004181,0.004035,,0.00011268942,0.00011807981,7.5696935e-05,6.8224407e-05,8.3932909e-05,0.00012037016,0.00015063042,0.0001723771,0.00016610758,0.00012187392,7.1208791e-05,2.9913245e-05,-1.4875651e-05,-4.6940428e-05,-6.2486987e-05,-7.6136495e-05,-0.00012323887,-0.00023958357,-0.00042288028,-0.00063144014,-0.00075578947,-0.00074993638,-0.0005870214,-0.0002577675,0.00012795836,0.00031923655,0.00036104106,0.00034554078,0.00022716021,6.0960093e-05,1.0225564e-05,-1.4366686e-05,-8.004627e-05,-9.7536148e-05,-4.4511278e-05,2.4800463e-05,0.0001362406,0.0002404627,0.00027384615,0.00024027762,0.00018239445,8.816657e-05,1.4019665e-05,-2.1283979e-05,-3.708502e-05,-4.4719491e-05,-2.5263158e-05,-6.4777328e-07,1.1174089e-05,1.4204743e-05,1.3348757e-05,4.6038172e-06,-4.9971082e-06,-5.2515905e-06,4.9045691e-06,1.0942741e-05,2.4129555e-05,,
624,,-0.0021103963,0,0.022717,0.023338,0.024738,0.02662,0.028736,0.0305,0.031836,0.033775,0.03663,0.040281,0.044467,0.048516,0.052584,0.05703,0.061068,0.064804,0.068446,0.072283,0.076446,0.080004,0.083223,0.086234,0.088029,0.086728,0.080733,0.071422,0.065291,0.062863,0.061219,0.059771,0.057159,0.051454,0.046675,0.045482,0.044748,0.041005,0.033683,0.024707,0.017287,0.013472,0.012517,0.011966,0.012181,0.012473,0.01298,0.013647,0.01378,0.012717,0.0107,0.009232,0.008631,0.008225,0.007847,0.007419,0.006958,0.006572,0.006265,0.005771,0.005491,0.005426,,8.2897208e-05,8.8155103e-05,5.9573223e-05,5.3905621e-05,6.0324351e-05,7.9814657e-05,9.532496e-05,0.00010135349,9.0154859e-05,6.2138764e-05,3.1703451e-05,8.6818681e-06,-9.5988294e-06,-1.8056335e-05,-1.8709913e-05,-2.0895013e-05,-3.8561151e-05,-8.9101329e-05,-0.00017760761,-0.00029479332,-0.00037781734,-0.00039909279,-0.00034913791,-0.00021159371,-2.4016583e-05,6.9318376e-05,8.7579563e-05,9.532496e-05,5.7934398e-05,-1.8446531e-05,-3.8375808e-05,-5.6383368e-05,-0.00012152664,-0.00015854652,-0.00012031703,-3.8492867e-05,9.2105841e-05,0.0002280795,0.00030029509,0.00028892086,0.00022954274,0.00012741861,2.9664675e-05,-3.176198e-05,-5.9953664e-05,-7.1883917e-05,-5.2735032e-05,-1.4710401e-05,1.4378734e-05,2.8845263e-05,3.5068894e-05,2.7255213e-05,1.319839e-05,7.2381417e-06,8.9062309e-06,1.0935252e-05,2.0251189e-05,,
625,,-0.0017557565,0,0.017725,0.018321,0.019675,0.021459,0.023459,0.025175,0.02653,0.028461,0.03119,0.034641,0.038657,0.042523,0.046395,0.050634,0.054337,0.057611,0.060744,0.064093,0.067601,0.070142,0.072047,0.073777,0.074271,0.071359,0.063426,0.052409,0.045722,0.043221,0.041493,0.039894,0.037397,0.032818,0.02934,0.028175,0.026814,0.023307,0.017988,0.012396,0.008339,0.006464,0.006015,0.005704,0.005794,0.00593,0.00613,0.006415,0.006432,0.005905,0.005001,0.00437,0.004129,0.003953,0.003805,0.003611,0.003384,0.003173,0.002977,0.002786,0.002675,0.002691,,0.00014088471,0.00015078732,0.00010292187,9.3499807e-05,0.00010352255,0.00013359077,0.00015700004,0.0001666967,0.00014611919,9.39117e-05,3.8237439e-05,-4.0502853e-06,-4.2510834e-05,-6.6778221e-05,-7.7538937e-05,-8.9037628e-05,-0.00012905994,-0.00022669584,-0.00038651049,-0.00058478569,-0.00070516154,-0.00070756425,-0.00057706269,-0.00028859999,7.9392457e-05,0.00026002489,0.00029465826,0.00028400051,0.00017937959,1.5823572e-05,-3.3054447e-05,-5.2567898e-05,-0.00011186339,-0.00012476938,-5.4953447e-05,4.3695027e-05,0.00017749174,0.00029908611,0.00034351911,0.0003036341,0.00022331488,0.00011521002,2.5400094e-05,-2.4473334e-05,-4.6097739e-05,-5.5039259e-05,-3.7945682e-05,-7.9117862e-06,1.3283563e-05,2.2825761e-05,2.5794826e-05,1.8552366e-05,7.7916506e-06,5.0285322e-06,8.1348951e-06,1.1841936e-05,1.7488308e-05,,
626,,-0.0021740115,0,0.015143,0.015628,0.016726,0.018172,0.019809,0.021227,0.022389,0.024054,0.026403,0.029364,0.032855,0.036278,0.039797,0.043689,0.047148,0.050249,0.053271,0.056594,0.060259,0.0633,0.065964,0.068444,0.06951,0.067158,0.060037,0.050277,0.044251,0.041874,0.040253,0.038877,0.036622,0.032211,0.02883,0.028054,0.027278,0.024305,0.019395,0.013869,0.009887,0.00822,0.007861,0.007435,0.007602,0.00779,0.007924,0.008168,0.008105,0.007471,0.006649,0.006162,0.006002,0.00585,0.005706,0.005495,0.005169,0.004744,0.004485,0.00425,0.004121,0.004116,,0.00011126929,0.0001206007,8.5612014e-05,8.0460811e-05,9.1240485e-05,0.0001173092,0.00013849002,0.00014902283,0.00013542892,9.4894055e-05,5.1084139e-05,1.7346225e-05,-1.1783584e-05,-2.6858671e-05,-2.7632174e-05,-2.9952685e-05,-6.3871631e-05,-0.00015916067,-0.00031952273,-0.00051679901,-0.00064786669,-0.00066738531,-0.00055632997,-0.00029454022,3.3441679e-05,0.00020000823,0.00024014812,0.00024202427,0.00015735034,2.202016e-05,-1.2771035e-05,-3.1549064e-05,-9.8218474e-05,-0.00012275663,-6.7920181e-05,1.4087636e-05,0.00014308167,0.00026447233,0.00030877597,0.0002756799,0.00020785847,0.00010098334,1.5733388e-05,-2.4126723e-05,-4.0699445e-05,-4.8138243e-05,-2.6891586e-05,-2.1394775e-07,1.2655832e-05,1.4943427e-05,1.4647192e-05,5.0853734e-06,-3.6206542e-06,-9.8745114e-07,1.0368237e-05,1.6391689e-05,2.3962148e-05,,
627,,-0.0016311078,0,0.024987,0.025491,0.026654,0.028224,0.030009,0.031478,0.032528,0.034147,0.036656,0.039933,0.043711,0.047344,0.050983,0.055047,0.058844,0.062289,0.065439,0.068757,0.072572,0.075928,0.078878,0.08146,0.082751,0.081067,0.074979,0.066064,0.060294,0.057947,0.056305,0.054869,0.052453,0.047493,0.043513,0.042598,0.04176,0.038356,0.032183,0.02463,0.018445,0.015283,0.014473,0.01389,0.014108,0.014338,0.014715,0.015258,0.015334,0.014398,0.012692,0.011437,0.010896,0.010529,0.010171,0.009747,0.009343,0.00895,0.008589,0.008136,0.007919,0.007792,,7.3386172e-05,7.8141621e-05,5.4176661e-05,5.1121076e-05,5.9881114e-05,8.1124205e-05,9.743456e-05,0.00010385859,9.3721973e-05,6.6169569e-05,3.4195432e-05,9.7820419e-06,-9.0311816e-06,-1.9053082e-05,-2.0742517e-05,-2.162895e-05,-3.9420169e-05,-9.4170404e-05,-0.00018805923,-0.0003066326,-0.00038780895,-0.00040460945,-0.00034682449,-0.00019982271,-8.311607e-06,8.7235374e-05,0.00010814475,0.00011528835,7.3010741e-05,-5.0683074e-06,-2.6165398e-05,-4.6396913e-05,-0.00010893732,-0.00013940974,-0.00010205444,-3.1108562e-05,8.7193659e-05,0.00020905204,0.00027019502,0.0002572531,0.0002058296,0.0001127542,2.5664824e-05,-2.826155e-05,-5.3676087e-05,-6.5168422e-05,-4.7106059e-05,-1.3546772e-05,1.2347481e-05,2.5195537e-05,2.9877985e-05,2.2859527e-05,1.1648764e-05,5.6627386e-06,8.2177495e-06,1.1919908e-05,2.1222234e-05,,
628,,-0.0022181058,0,0.025146,0.025898,0.027571,0.029776,0.032235,0.034348,0.035945,0.038185,0.041412,0.045421,0.049849,0.05414,0.058466,0.063102,0.067299,0.071127,0.074767,0.078571,0.082783,0.086572,0.090211,0.093588,0.095665,0.094797,0.089463,0.081237,0.075557,0.073081,0.071387,0.070066,0.067541,0.061389,0.056079,0.054959,0.05472,0.051234,0.04322,0.032268,0.022671,0.017623,0.016344,0.015576,0.015912,0.016351,0.017067,0.018024,0.018223,0.016739,0.013932,0.011878,0.011027,0.010475,0.009943,0.009307,0.008666,0.008038,0.007533,0.006881,0.006605,0.006493,,7.8440098e-05,8.2866846e-05,5.4698052e-05,4.7601202e-05,4.917828e-05,6.3614006e-05,7.5473318e-05,7.849475e-05,6.7861186e-05,4.5102861e-05,1.8987391e-05,-1.3740875e-06,-1.5684897e-05,-2.0338057e-05,-1.712925e-05,-1.4100012e-05,-2.3507827e-05,-5.9858688e-05,-0.00012789944,-0.00021905766,-0.00028771519,-0.00030977866,-0.00027656634,-0.00017400945,-3.6866144e-05,3.015966e-05,4.3580435e-05,5.4510677e-05,3.1627435e-05,-2.0384901e-05,-3.1237069e-05,-5.3160011e-05,-0.00012382402,-0.00016981692,-0.00014508334,-7.3974314e-05,5.8203537e-05,0.00020274037,0.00028528711,0.00028551353,0.00023649139,0.0001341531,3.0456338e-05,-3.6171293e-05,-6.7744076e-05,-8.1157044e-05,-5.9515166e-05,-1.7222938e-05,1.5435063e-05,3.129172e-05,3.7521958e-05,2.9152516e-05,1.5013468e-05,8.1118008e-06,1.1273764e-05,1.4849514e-05,2.3906e-05,,
629,,-0.0019477605,0,0.029427,0.030218,0.032032,0.034485,0.037242,0.039606,0.041377,0.043766,0.047253,0.051585,0.056175,0.060572,0.064887,0.069475,0.073841,0.078033,0.0821,0.086266,0.090847,0.095052,0.099069,0.102598,0.10513,0.105765,0.103242,0.098529,0.095103,0.093767,0.092965,0.092399,0.090472,0.085072,0.080246,0.079457,0.079707,0.077254,0.069382,0.056312,0.042702,0.034283,0.031998,0.030677,0.031446,0.032369,0.033914,0.035881,0.036413,0.033757,0.028081,0.02365,0.021687,0.020385,0.019151,0.017786,0.016355,0.01513,0.013985,0.012442,0.011209,0.010312,,5.7778238e-05,6.075543e-05,3.9920263e-05,3.3800192e-05,3.3085665e-05,4.1608202e-05,4.8603309e-05,4.8950216e-05,4.0971341e-05,2.738499e-05,1.2079633e-05,1.3358532e-06,-4.4010666e-06,-5.4107231e-06,-4.2560903e-06,-5.3330572e-06,-1.3021979e-05,-3.341704e-05,-6.7419163e-05,-0.0001117146,-0.00014494007,-0.00015650711,-0.00014351619,-9.8547648e-05,-3.8920962e-05,-1.3130712e-05,-1.1173531e-05,-3.6658296e-06,-9.5736143e-06,-2.6722241e-05,-2.9300748e-05,-5.3915655e-05,-0.00012036658,-0.00016947731,-0.00016588397,-0.00011916535,-4.8256401e-06,0.00013680586,0.00023328242,0.00025442825,0.0002301033,0.00014071504,3.129935e-05,-5.1233593e-05,-9.3597743e-05,-0.00011268802,-8.7591581e-05,-3.1102597e-05,1.5372667e-05,3.9542289e-05,4.985114e-05,4.0888498e-05,1.9250783e-05,6.4825122e-06,9.0040645e-06,1.4119657e-05,3.473736e-05,,
630,,-0.001767928,0,0.02541,0.026366,0.02849,0.031324,0.034465,0.037232,0.039525,0.042668,0.04701,0.0523,0.058019,0.063524,0.068946,0.074616,0.07962,0.083991,0.087865,0.091899,0.096422,0.099962,0.102791,0.105205,0.10606,0.102883,0.093526,0.080416,0.072303,0.069224,0.067087,0.06515,0.061895,0.055669,0.050836,0.048892,0.046484,0.041204,0.03282,0.023053,0.015284,0.01147,0.010552,0.009989,0.010181,0.010496,0.010979,0.011632,0.011744,0.010703,0.008797,0.007469,0.00689,0.006556,0.006194,0.005823,0.005374,0.004971,0.004683,0.004316,0.004123,0.004278,,0.00012774488,0.00013763712,9.4864576e-05,8.5234443e-05,8.7030385e-05,0.0001052325,0.00011746432,0.00011571692,9.2078439e-05,5.0334919e-05,3.320066e-06,-3.227842e-05,-5.6305213e-05,-6.7740996e-05,-6.9624308e-05,-6.7964275e-05,-8.5350937e-05,-0.00014896612,-0.00025995534,-0.00039971847,-0.00048773905,-0.00049506844,-0.00041022231,-0.00021298903,3.7413843e-05,0.00015792641,0.00017908941,0.00017086691,9.4262693e-05,-2.1065916e-05,-6.0333948e-05,-9.1204737e-05,-0.00014962625,-0.00015870304,-9.669935e-05,1.7474032e-07,0.00014475294,0.00027977866,0.00033514222,0.00030804776,0.00023867586,0.00013002621,2.998738e-05,-2.9307834e-05,-5.6518785e-05,-6.7401223e-05,-4.8839918e-05,-1.2377439e-05,1.373653e-05,2.7405106e-05,3.2181342e-05,2.554121e-05,1.2367731e-05,9.6980876e-06,1.1901757e-05,1.4251044e-05,1.823124e-05,,
